1,10, //Line: 286 | Token:  | Op: eAODs,
0,2737.000000,Alive,
1,2679.000000,Alive,
2,2696.000000,Alive,
3,3061.000000,Alive,
4,344.000000,Alive,
5,382.000000,Alive,
6,425.000000,Alive,
7,384.000000,Alive,
8,53.000000,Alive,
9,64.000000,Alive,

0,2, //Line: 286 | Token: -- | Op: eAORs,
0,2966.000000,Alive,
1,96.000000,Dead,

0,2, //Line: 286 | Token: -- | Op: eAORs,
0,2869.000000,Alive,
1,41472.000000,Dead,

0,3, //Line: 325 | Token:  | Op: eAODs,
0,2709.000000,Alive,
1,2794.000000,Alive,
2,96.000000,Dead,

0,3, //Line: 325 | Token: -- | Op: eAORs,
0,2745.000000,Alive,
1,3041.000000,Alive,
2,45961.000000,Dead,

0,4, //Line: 325 | Token: -- | Op: eAORs,
0,2613.000000,Alive,
1,3232.000000,Alive,
2,2776.000000,Alive,
3,94.000000,Dead,

0,4, //Line: 349 | Token:  | Op: eAODs,
0,2761.000000,Alive,
1,2859.000000,Alive,
2,2841.000000,Alive,
3,46347.000000,Dead,

1,10, //Line: 349 | Token: -- | Op: eAORs,
0,2714.000000,Alive,
1,2775.000000,Alive,
2,2761.000000,Alive,
3,2794.000000,Alive,
4,346.000000,Alive,
5,1034.000000,Alive,
6,361.000000,Alive,
7,376.000000,Alive,
8,52.000000,Alive,
9,56.000000,Alive,

0,1, //Line: 349 | Token: -- | Op: eAORs,
0,4.000000,Dead,

0,1, //Line: 384 | Token:  | Op: eAODs,
0,6.000000,Dead,

0,1, //Line: 384 | Token: -- | Op: eAORs,
0,10.000000,Dead,

0,1, //Line: 384 | Token: -- | Op: eAORs,
0,7.000000,Dead,

0,1, //Line: 421 | Token:  | Op: eAODs,
0,16.000000,Dead,

1,10, //Line: 421 | Token: -- | Op: eAORs,
0,2762.000000,Alive,
1,2743.000000,Alive,
2,2761.000000,Alive,
3,2755.000000,Alive,
4,358.000000,Alive,
5,414.000000,Alive,
6,371.000000,Alive,
7,368.000000,Alive,
8,60.000000,Alive,
9,55.000000,Alive,

0,1, //Line: 421 | Token: -- | Op: eAORs,
0,13.000000,Dead,

1,10, //Line: 454 | Token:  | Op: eAODs,
0,2794.000000,Alive,
1,2758.000000,Alive,
2,2680.000000,Alive,
3,2841.000000,Alive,
4,430.000000,Alive,
5,361.000000,Alive,
6,367.000000,Alive,
7,400.000000,Alive,
8,56.000000,Alive,
9,55.000000,Alive,

0,1, //Line: 454 | Token: -- | Op: eAORs,
0,9.000000,Dead,

1,10, //Line: 454 | Token: -- | Op: eAORs,
0,2685.000000,Alive,
1,3000.000000,Alive,
2,3202.000000,Alive,
3,2877.000000,Alive,
4,361.000000,Alive,
5,368.000000,Alive,
6,395.000000,Alive,
7,389.000000,Alive,
8,47.000000,Alive,
9,55.000000,Alive,

0,1, //Line: 495 | Token:  | Op: eAODs,
0,75.000000,Dead,

0,1, //Line: 90 | Token: > | Op: eROR,
0,51.000000,Dead,

0,1, //Line: 90 | Token: >= | Op: eROR,
0,54.000000,Dead,

1,10, //Line: 90 | Token: < | Op: eROR,
0,2718.000000,Alive,
1,2927.000000,Alive,
2,2759.000000,Alive,
3,2972.000000,Alive,
4,359.000000,Alive,
5,349.000000,Alive,
6,392.000000,Alive,
7,406.000000,Alive,
8,45.000000,Alive,
9,45.000000,Alive,

1,10, //Line: 90 | Token: <= | Op: eROR,
0,2735.000000,Alive,
1,2746.000000,Alive,
2,2861.000000,Alive,
3,2820.000000,Alive,
4,423.000000,Alive,
5,372.000000,Alive,
6,370.000000,Alive,
7,378.000000,Alive,
8,190.000000,Alive,
9,45.000000,Alive,

1,10, //Line: 90 | Token: == | Op: eROR,
0,2639.000000,Alive,
1,3312.000000,Alive,
2,2701.000000,Alive,
3,2876.000000,Alive,
4,376.000000,Alive,
5,437.000000,Alive,
6,534.000000,Alive,
7,375.000000,Alive,
8,55.000000,Alive,
9,55.000000,Alive,

0,1, //Line: 101 | Token: - | Op: eAOIu,
0,98.000000,Dead,

1,10, //Line: 101 | Token: - | Op: eAOIu,
0,2691.000000,Alive,
1,2890.000000,Alive,
2,2676.000000,Alive,
3,2815.000000,Alive,
4,381.000000,Alive,
5,359.000000,Alive,
6,380.000000,Alive,
7,378.000000,Alive,
8,45.000000,Alive,
9,55.000000,Alive,

1,10, //Line: 101 | Token: ~ | Op: eLOI,
0,2682.000000,Alive,
1,2774.000000,Alive,
2,2792.000000,Alive,
3,2817.000000,Alive,
4,365.000000,Alive,
5,353.000000,Alive,
6,412.000000,Alive,
7,675.000000,Alive,
8,412.000000,Alive,
9,56.000000,Alive,

1,10, //Line: 101 | Token: ~ | Op: eLOI,
0,2767.000000,Alive,
1,2821.000000,Alive,
2,2746.000000,Alive,
3,2858.000000,Alive,
4,358.000000,Alive,
5,366.000000,Alive,
6,374.000000,Alive,
7,383.000000,Alive,
8,56.000000,Alive,
9,44.000000,Alive,

0,1, //Line: 101 | Token: > | Op: eROR,
0,29.000000,Dead,

0,1, //Line: 101 | Token: >= | Op: eROR,
0,5.000000,Dead,

1,10, //Line: 101 | Token: < | Op: eROR,
0,2730.000000,Alive,
1,2837.000000,Alive,
2,2884.000000,Alive,
3,2858.000000,Alive,
4,402.000000,Alive,
5,373.000000,Alive,
6,348.000000,Alive,
7,423.000000,Alive,
8,61.000000,Alive,
9,56.000000,Alive,

1,10, //Line: 101 | Token: <= | Op: eROR,
0,2693.000000,Alive,
1,2819.000000,Alive,
2,2657.000000,Alive,
3,3338.000000,Alive,
4,370.000000,Alive,
5,362.000000,Alive,
6,361.000000,Alive,
7,390.000000,Alive,
8,55.000000,Alive,
9,45.000000,Alive,

0,1, //Line: 101 | Token: != | Op: eROR,
0,6.000000,Dead,

0,1, //Line: 103 | Token: - | Op: eAOIu,
0,5.000000,Dead,

0,1, //Line: 103 | Token: - | Op: eAOIu,
0,11.000000,Dead,

1,10, //Line: 103 | Token: ~ | Op: eLOI,
0,2750.000000,Alive,
1,2814.000000,Alive,
2,2743.000000,Alive,
3,2836.000000,Alive,
4,362.000000,Alive,
5,359.000000,Alive,
6,363.000000,Alive,
7,366.000000,Alive,
8,56.000000,Alive,
9,67.000000,Alive,

1,10, //Line: 103 | Token: ~ | Op: eLOI,
0,2818.000000,Alive,
1,2720.000000,Alive,
2,2720.000000,Alive,
3,2831.000000,Alive,
4,393.000000,Alive,
5,370.000000,Alive,
6,346.000000,Alive,
7,389.000000,Alive,
8,56.000000,Alive,
9,56.000000,Alive,

0,1, //Line: 103 | Token: >= | Op: eROR,
0,11.000000,Dead,

1,10, //Line: 103 | Token: < | Op: eROR,
0,2714.000000,Alive,
1,3615.000000,Alive,
2,2713.000000,Alive,
3,2850.000000,Alive,
4,387.000000,Alive,
5,373.000000,Alive,
6,397.000000,Alive,
7,442.000000,Alive,
8,49.000000,Alive,
9,56.000000,Alive,

0,1, //Line: 103 | Token: <= | Op: eROR,
0,3.000000,Dead,

1,10, //Line: 103 | Token: == | Op: eROR,
0,2711.000000,Alive,
1,2927.000000,Alive,
2,2796.000000,Alive,
3,2796.000000,Alive,
4,403.000000,Alive,
5,359.000000,Alive,
6,359.000000,Alive,
7,415.000000,Alive,
8,54.000000,Alive,
9,55.000000,Alive,

0,1, //Line: 103 | Token: != | Op: eROR,
0,7.000000,Dead,

0,1, //Line: 134 | Token: - | Op: eAOIu,
0,8.000000,Dead,

0,1, //Line: 134 | Token: - | Op: eAOIu,
0,22.000000,Dead,

0,1, //Line: 134 | Token: ~ | Op: eLOI,
0,5.000000,Dead,

1,10, //Line: 134 | Token: ~ | Op: eLOI,
0,2657.000000,Alive,
1,2933.000000,Alive,
2,2724.000000,Alive,
3,2926.000000,Alive,
4,391.000000,Alive,
5,369.000000,Alive,
6,414.000000,Alive,
7,371.000000,Alive,
8,42.000000,Alive,
9,55.000000,Alive,

1,10, //Line: 134 | Token: * | Op: eAORb,
0,3210.000000,Alive,
1,2742.000000,Alive,
2,2761.000000,Alive,
3,2844.000000,Alive,
4,383.000000,Alive,
5,375.000000,Alive,
6,598.000000,Alive,
7,417.000000,Alive,
8,71.000000,Alive,
9,45.000000,Alive,

0,1, //Line: 134 | Token: - | Op: eAORb,
0,4.000000,Dead,

0,1, //Line: 134 | Token: / | Op: eAORb,
0,4.000000,Dead,

0,1, //Line: 134 | Token: >> | Op: eCOR,
0,7.000000,Dead,

1,10, //Line: 134 | Token: - | Op: eAOIu,
0,2880.000000,Alive,
1,2807.000000,Alive,
2,2865.000000,Alive,
3,2914.000000,Alive,
4,429.000000,Alive,
5,372.000000,Alive,
6,354.000000,Alive,
7,368.000000,Alive,
8,56.000000,Alive,
9,45.000000,Alive,

1,10, //Line: 134 | Token: - | Op: eAOIu,
0,2730.000000,Alive,
1,2824.000000,Alive,
2,2905.000000,Alive,
3,3295.000000,Alive,
4,355.000000,Alive,
5,357.000000,Alive,
6,365.000000,Alive,
7,402.000000,Alive,
